04/22/2025 05:37:02 PM [INFO] Messaggio inviato: [cospirazione] Sacramento via X | noise=0.47
04/22/2025 05:37:04 PM [INFO] Messaggio inviato: [spam] Los Angeles via X | noise=0.31
04/22/2025 05:37:05 PM [INFO] Messaggio inviato: [generici] Fresno via Telegram | noise=0.2
04/22/2025 05:37:06 PM [INFO] Messaggio inviato: [fake_alert] Palm Springs via X | noise=0.76
04/22/2025 05:37:08 PM [INFO] Messaggio inviato: [spam] San Jose via X | noise=0.55
04/22/2025 05:37:09 PM [INFO] Messaggio inviato: [panico] Sacramento via TikTok | noise=0.57
04/22/2025 05:37:12 PM [INFO] Messaggio inviato: [generici] Santa Barbara via X | noise=0.41
04/22/2025 05:37:15 PM [INFO] Messaggio inviato: [spam] Redding via TikTok | noise=0.38
04/22/2025 05:37:17 PM [INFO] Messaggio inviato: [panico] Santa Barbara via X | noise=0.51
04/22/2025 05:37:19 PM [INFO] Messaggio inviato: [fake_alert] Los Angeles via X | noise=0.31
04/22/2025 05:37:21 PM [INFO] Messaggio inviato: [spam] San Diego via Telegram | noise=0.37
04/22/2025 05:37:23 PM [INFO] Messaggio inviato: [spam] Sacramento via X | noise=0.58
04/22/2025 05:37:25 PM [INFO] Messaggio inviato: [cospirazione] Redding via TikTok | noise=0.44
04/22/2025 05:37:28 PM [INFO] Messaggio inviato: [panico] San Diego via Telegram | noise=0.21
04/22/2025 05:37:29 PM [INFO] Messaggio inviato: [generici] San Francisco via X | noise=0.6
04/22/2025 05:37:31 PM [INFO] Messaggio inviato: [spam] Santa Barbara via Telegram | noise=0.83
04/22/2025 05:37:32 PM [INFO] Messaggio inviato: [spam] Bakersfield via TikTok | noise=0.42
04/22/2025 05:37:35 PM [INFO] Messaggio inviato: [spam] Sacramento via Telegram | noise=0.64
04/22/2025 05:37:37 PM [INFO] Messaggio inviato: [spam] Los Angeles via TikTok | noise=0.74
04/22/2025 05:37:38 PM [INFO] Messaggio inviato: [spam] San Diego via Telegram | noise=0.9
04/22/2025 05:37:39 PM [INFO] Messaggio inviato: [spam] Bakersfield via Telegram | noise=0.35
04/22/2025 05:37:41 PM [INFO] Messaggio inviato: [fake_alert] Los Angeles via X | noise=0.2
04/22/2025 05:37:43 PM [INFO] Messaggio inviato: [panico] San Diego via TikTok | noise=0.92
04/22/2025 05:37:44 PM [INFO] Messaggio inviato: [cospirazione] Redding via TikTok | noise=0.85
04/22/2025 05:37:45 PM [INFO] Messaggio inviato: [generici] Los Angeles via TikTok | noise=0.45
04/22/2025 05:37:47 PM [INFO] Messaggio inviato: [spam] Palm Springs via TikTok | noise=0.46
04/22/2025 05:37:49 PM [INFO] Messaggio inviato: [fake_alert] San Diego via X | noise=0.91
04/22/2025 05:37:52 PM [INFO] Messaggio inviato: [generici] Santa Barbara via TikTok | noise=0.66
04/22/2025 05:37:54 PM [INFO] Messaggio inviato: [generici] Palm Springs via Telegram | noise=0.5
04/22/2025 05:37:55 PM [INFO] Messaggio inviato: [generici] Santa Barbara via TikTok | noise=0.15
04/22/2025 05:37:56 PM [INFO] Messaggio inviato: [fake_alert] Los Angeles via Telegram | noise=0.36
04/22/2025 05:37:58 PM [INFO] Messaggio inviato: [panico] Sacramento via X | noise=0.15
04/22/2025 05:38:00 PM [INFO] Messaggio inviato: [panico] San Diego via Telegram | noise=0.77
04/22/2025 05:38:02 PM [INFO] Messaggio inviato: [generici] Palm Springs via X | noise=0.05
04/22/2025 05:38:04 PM [INFO] Messaggio inviato: [generici] San Francisco via TikTok | noise=0.66
04/22/2025 06:15:12 PM [INFO] Messaggio inviato: [generici] San Diego via X | noise=0.35
04/22/2025 06:15:14 PM [INFO] Messaggio inviato: [cospirazione] Santa Barbara via TikTok | noise=0.59
04/22/2025 06:15:16 PM [INFO] Messaggio inviato: [fake_alert] Palm Springs via Telegram | noise=0.54
04/22/2025 06:15:18 PM [INFO] Messaggio inviato: [panico] San Diego via TikTok | noise=0.33
04/22/2025 06:15:19 PM [INFO] Messaggio inviato: [cospirazione] Sacramento via X | noise=0.16
04/22/2025 06:15:21 PM [INFO] Messaggio inviato: [panico] San Francisco via X | noise=0.23
04/22/2025 06:15:23 PM [INFO] Messaggio inviato: [cospirazione] Los Angeles via X | noise=0.07
04/22/2025 06:15:24 PM [INFO] Messaggio inviato: [panico] Redding via Telegram | noise=0.91
04/22/2025 06:15:27 PM [INFO] Messaggio inviato: [panico] Santa Barbara via Telegram | noise=0.72
04/22/2025 06:15:30 PM [INFO] Messaggio inviato: [generici] Sacramento via Telegram | noise=0.56
04/22/2025 06:15:32 PM [INFO] Messaggio inviato: [cospirazione] Los Angeles via TikTok | noise=0.35
04/22/2025 06:15:33 PM [INFO] Messaggio inviato: [panico] Sacramento via TikTok | noise=0.81
04/22/2025 06:15:35 PM [INFO] Messaggio inviato: [fake_alert] Redding via X | noise=0.16
04/22/2025 06:15:37 PM [INFO] Messaggio inviato: [cospirazione] Sacramento via X | noise=0.46
04/22/2025 06:15:40 PM [INFO] Messaggio inviato: [panico] San Jose via TikTok | noise=0.44
04/22/2025 06:15:42 PM [INFO] Messaggio inviato: [generici] San Diego via Telegram | noise=0.63
04/22/2025 06:15:44 PM [INFO] Messaggio inviato: [panico] San Jose via X | noise=0.83
04/22/2025 06:15:46 PM [INFO] Messaggio inviato: [panico] Palm Springs via X | noise=0.15
04/22/2025 06:15:47 PM [INFO] Messaggio inviato: [spam] Bakersfield via TikTok | noise=0.76
04/22/2025 06:15:50 PM [INFO] Messaggio inviato: [cospirazione] Santa Barbara via X | noise=0.82
04/22/2025 06:15:52 PM [INFO] Messaggio inviato: [spam] Fresno via TikTok | noise=0.01
04/22/2025 06:15:54 PM [INFO] Messaggio inviato: [generici] San Francisco via Telegram | noise=0.43
04/22/2025 06:15:57 PM [INFO] Messaggio inviato: [fake_alert] San Diego via Telegram | noise=0.11
04/22/2025 06:15:59 PM [INFO] Messaggio inviato: [panico] Sacramento via Telegram | noise=0.14
04/22/2025 06:16:01 PM [INFO] Messaggio inviato: [fake_alert] Fresno via TikTok | noise=0.76
04/22/2025 06:16:03 PM [INFO] Messaggio inviato: [fake_alert] San Francisco via X | noise=0.84
04/22/2025 06:16:05 PM [INFO] Messaggio inviato: [cospirazione] Santa Barbara via Telegram | noise=0.81
04/22/2025 06:16:06 PM [INFO] Messaggio inviato: [cospirazione] San Francisco via X | noise=0.34
04/22/2025 06:16:09 PM [INFO] Messaggio inviato: [panico] San Diego via TikTok | noise=0.39
04/22/2025 06:16:11 PM [INFO] Messaggio inviato: [panico] San Diego via Telegram | noise=0.36
04/22/2025 06:16:14 PM [INFO] Messaggio inviato: [cospirazione] Fresno via X | noise=0.04
04/22/2025 06:16:16 PM [INFO] Messaggio inviato: [fake_alert] San Francisco via TikTok | noise=0.43
04/22/2025 06:16:18 PM [INFO] Messaggio inviato: [fake_alert] Santa Barbara via Telegram | noise=0.01
04/22/2025 06:16:20 PM [INFO] Messaggio inviato: [spam] San Diego via Telegram | noise=0.83
04/22/2025 06:16:22 PM [INFO] Messaggio inviato: [cospirazione] Palm Springs via Telegram | noise=0.07
04/22/2025 06:16:24 PM [INFO] Messaggio inviato: [fake_alert] San Francisco via TikTok | noise=0.81
04/22/2025 06:16:27 PM [INFO] Messaggio inviato: [panico] Palm Springs via TikTok | noise=0.39
04/22/2025 06:16:29 PM [INFO] Messaggio inviato: [panico] San Jose via TikTok | noise=0.14
04/22/2025 06:16:32 PM [INFO] Messaggio inviato: [spam] San Jose via X | noise=0.84
04/22/2025 06:16:34 PM [INFO] Messaggio inviato: [spam] Santa Barbara via X | noise=0.35
04/22/2025 06:16:37 PM [INFO] Messaggio inviato: [panico] Palm Springs via X | noise=0.6
04/22/2025 06:16:38 PM [INFO] Messaggio inviato: [panico] San Francisco via X | noise=0.02
04/22/2025 06:16:39 PM [INFO] Messaggio inviato: [generici] Palm Springs via Telegram | noise=0.48
04/22/2025 06:16:41 PM [INFO] Messaggio inviato: [spam] Bakersfield via Telegram | noise=0.9
04/22/2025 06:16:43 PM [INFO] Messaggio inviato: [generici] Fresno via Telegram | noise=0.6
04/22/2025 06:16:46 PM [INFO] Messaggio inviato: [generici] Sacramento via TikTok | noise=0.5
04/22/2025 06:16:48 PM [INFO] Messaggio inviato: [panico] San Jose via Telegram | noise=0.61
04/22/2025 06:16:50 PM [INFO] Messaggio inviato: [spam] Fresno via X | noise=0.94
04/22/2025 06:16:51 PM [INFO] Messaggio inviato: [cospirazione] Sacramento via TikTok | noise=0.57
04/22/2025 06:16:53 PM [INFO] Messaggio inviato: [panico] San Francisco via X | noise=0.01
04/22/2025 06:16:54 PM [INFO] Messaggio inviato: [cospirazione] San Diego via TikTok | noise=0.37
04/22/2025 06:16:56 PM [INFO] Messaggio inviato: [spam] San Francisco via X | noise=0.21
04/22/2025 06:16:59 PM [INFO] Messaggio inviato: [spam] San Francisco via TikTok | noise=0.35
04/22/2025 06:17:00 PM [INFO] Messaggio inviato: [panico] Santa Barbara via TikTok | noise=0.19
04/22/2025 06:17:01 PM [INFO] Messaggio inviato: [panico] Redding via X | noise=0.81
04/22/2025 06:17:04 PM [INFO] Messaggio inviato: [spam] Santa Barbara via TikTok | noise=0.14
04/22/2025 06:17:05 PM [INFO] Messaggio inviato: [panico] Fresno via Telegram | noise=0.57
04/22/2025 06:17:07 PM [INFO] Messaggio inviato: [fake_alert] Sacramento via TikTok | noise=0.2
04/22/2025 06:17:08 PM [INFO] Messaggio inviato: [panico] Fresno via TikTok | noise=0.16
04/22/2025 06:17:10 PM [INFO] Messaggio inviato: [cospirazione] Bakersfield via X | noise=0.18
04/22/2025 06:17:13 PM [INFO] Messaggio inviato: [fake_alert] San Jose via TikTok | noise=0.53
04/22/2025 06:17:14 PM [INFO] Messaggio inviato: [generici] Los Angeles via TikTok | noise=0.59
04/22/2025 06:17:15 PM [INFO] Messaggio inviato: [panico] San Jose via TikTok | noise=0.27
04/22/2025 06:17:17 PM [INFO] Messaggio inviato: [cospirazione] San Francisco via X | noise=0.84
04/22/2025 06:17:18 PM [INFO] Messaggio inviato: [cospirazione] San Jose via X | noise=0.95
04/22/2025 06:17:21 PM [INFO] Messaggio inviato: [panico] Redding via TikTok | noise=0.45
04/22/2025 06:17:22 PM [INFO] Messaggio inviato: [panico] San Francisco via TikTok | noise=0.13
